Bmo_Pep Pra_Pep Bmo_Nscaff Bmo_Nscaff_Pep_Start Bmo_Nscaff_Pep_End Bmo_Chrom Bmo_Nscaf_Order_within_Chrom
BGIBMGA005044-PA pra192.8 nscaf2823 2909869 2912683 25 25.4
BGIBMGA005046-PA pra192.47 nscaf2823 2860299 2867716 25 25.4
BGIBMGA005047-PA pra192.10 nscaf2823 2850791 2852909 25 25.4
BGIBMGA005047-PA pra192.12 nscaf2823 2850791 2852909 25 25.4
BGIBMGA005048-PA pra192.14 nscaf2823 2801374 2839314 25 25.4
BGIBMGA005049-PA pra13439.1 nscaf2823 2744607 2766490 25 25.4
BGIBMGA005049-PA pra192.18 nscaf2823 2744607 2766490 25 25.4
BGIBMGA005051-PA pra192.20 nscaf2823 2709468 2717101 25 25.4
BGIBMGA005056-PA pra192.28 nscaf2823 2584682 2593595 25 25.4
BGIBMGA005056-PA pra82.85 nscaf2823 2584682 2593595 25 25.4
BGIBMGA005057-PA pra192.29 nscaf2823 2551507 2572815 25 25.4
BGIBMGA005058-PA pra192.31 nscaf2823 2479178 2490591 25 25.4
BGIBMGA005059-PA pra192.32 nscaf2823 2463286 2473311 25 25.4
BGIBMGA005062-PA pra192.35 nscaf2823 2352392 2362702 25 25.4
BGIBMGA005063-PA pra192.36 nscaf2823 2282651 2291902 25 25.4
BGIBMGA005064-PA pra143.10 nscaf2823 2260207 2271328 25 25.4
BGIBMGA005064-PA pra192.38 nscaf2823 2260207 2271328 25 25.4
BGIBMGA005066-PA pra143.11 nscaf2823 2146540 2168307 25 25.4
BGIBMGA005067-PA pra143.47 nscaf2823 2135701 2137389 25 25.4
BGIBMGA005068-PA pra143.13 nscaf2823 2123041 2132625 25 25.4
BGIBMGA005070-PA pra143.18 nscaf2823 1929542 1936934 25 25.4
BGIBMGA005071-PA pra143.19 nscaf2823 1880935 1926160 25 25.4
BGIBMGA005073-PA pra143.23 nscaf2823 1719576 1735077 25 25.4
BGIBMGA005075-PA pra143.26 nscaf2823 1674331 1687462 25 25.4
BGIBMGA005076-PA pra143.29 nscaf2823 1625152 1628985 25 25.4
BGIBMGA005077-PA pra143.31 nscaf2823 1611633 1615595 25 25.4
BGIBMGA005078-PA pra143.36 nscaf2823 1377188 1381383 25 25.4
BGIBMGA005082-PA pra143.40 nscaf2823 1306235 1310948 25 25.4
BGIBMGA005083-PA pra30.20 nscaf2823 861456 863930 25 25.4
BGIBMGA005086-PA pra30.17 nscaf2823 588227 603743 25 25.4
BGIBMGA005086-PA pra30.18 nscaf2823 588227 603743 25 25.4
BGIBMGA005087-PA pra1831.1 nscaf2823 577438 579277 25 25.4
BGIBMGA005087-PA pra814.14 nscaf2823 577438 579277 25 25.4
BGIBMGA005089-PA pra30.12 nscaf2823 512314 516830 25 25.4
BGIBMGA005089-PA pra30.13 nscaf2823 512314 516830 25 25.4
BGIBMGA005091-PA pra30.9 nscaf2823 413881 443666 25 25.4
BGIBMGA005093-PA pra30.6 nscaf2823 294108 298535 25 25.4
BGIBMGA005094-PA pra151.15 nscaf2823 124639 134335 25 25.4
BGIBMGA005094-PA pra151.16 nscaf2823 124639 134335 25 25.4
BGIBMGA005094-PA pra41603.31 nscaf2823 124639 134335 25 25.4
BGIBMGA005094-PA pra73.37 nscaf2823 124639 134335 25 25.4
BGIBMGA005096-PA pra24.19 nscaf2823 8249 8665 25 25.4
BGIBMGA005096-PA pra24.23 nscaf2823 8249 8665 25 25.4
BGIBMGA005097-PA pra30.3 nscaf2823 24432 25823 25 25.4
BGIBMGA005099-PA pra30.4 nscaf2823 42126 42896 25 25.4
BGIBMGA005101-PA pra30.5 nscaf2823 112743 113792 25 25.4
BGIBMGA005102-PA pra1326.1 nscaf2823 305981 316767 25 25.4
BGIBMGA005102-PA pra30.7 nscaf2823 305981 316767 25 25.4
BGIBMGA005102-PA pra64.48 nscaf2823 305981 316767 25 25.4
BGIBMGA005105-PA pra30.8 nscaf2823 386842 405062 25 25.4
BGIBMGA005106-PA pra30.14 nscaf2823 562665 576457 25 25.4
BGIBMGA005107-PA pra187.12 nscaf2823 581822 584943 25 25.4
BGIBMGA005107-PA pra246.30 nscaf2823 581822 584943 25 25.4
BGIBMGA005107-PA pra30.19 nscaf2823 581822 584943 25 25.4
BGIBMGA005108-PA pra30.16 nscaf2823 615296 615916 25 25.4
BGIBMGA005110-PA pra30.15 nscaf2823 822257 822712 25 25.4
BGIBMGA005113-PA pra143.43 nscaf2823 1264914 1272645 25 25.4
BGIBMGA005114-PA pra143.42 nscaf2823 1277140 1283993 25 25.4
BGIBMGA005115-PA pra143.41 nscaf2823 1286217 1289996 25 25.4
BGIBMGA005116-PA pra143.39 nscaf2823 1315098 1326440 25 25.4
BGIBMGA005117-PA pra19904.1 nscaf2823 1348613 1365572 25 25.4
BGIBMGA005118-PA pra143.38 nscaf2823 1368818 1370681 25 25.4
BGIBMGA005119-PA pra143.35 nscaf2823 1469785 1490431 25 25.4
BGIBMGA005120-PA pra143.34 nscaf2823 1494617 1513504 25 25.4
BGIBMGA005122-PA pra143.33 nscaf2823 1527197 1529122 25 25.4
BGIBMGA005124-PA pra143.32 nscaf2823 1582886 1600727 25 25.4
BGIBMGA005125-PA pra143.30 nscaf2823 1622414 1624219 25 25.4
BGIBMGA005126-PA pra143.25 nscaf2823 1711000 1715397 25 25.4
BGIBMGA005127-PA pra143.24 nscaf2823 1716842 1719277 25 25.4
BGIBMGA005129-PA pra143.22 nscaf2823 1825365 1858352 25 25.4
BGIBMGA005129-PA pra532.4 nscaf2823 1825365 1858352 25 25.4
BGIBMGA005130-PA pra143.20 nscaf2823 1859028 1878038 25 25.4
BGIBMGA005130-PA pra143.21 nscaf2823 1859028 1878038 25 25.4
BGIBMGA005131-PA pra113.86 nscaf2823 1951268 1963838 25 25.4
BGIBMGA005131-PA pra113.87 nscaf2823 1951268 1963838 25 25.4
BGIBMGA005131-PA pra1215.1 nscaf2823 1951268 1963838 25 25.4
BGIBMGA005131-PA pra143.17 nscaf2823 1951268 1963838 25 25.4
BGIBMGA005132-PA pra143.16 nscaf2823 1978143 1980045 25 25.4
BGIBMGA005134-PA pra143.15 nscaf2823 2073733 2074799 25 25.4
BGIBMGA005135-PA pra143.14 nscaf2823 2111491 2120310 25 25.4
BGIBMGA005136-PA pra143.12 nscaf2823 2141527 2142775 25 25.4
BGIBMGA005137-PA pra143.46 nscaf2823 2175475 2182521 25 25.4
BGIBMGA005138-PA pra192.37 nscaf2823 2272507 2276632 25 25.4
BGIBMGA005139-PA pra192.49 nscaf2823 2396950 2399788 25 25.4
BGIBMGA005140-PA pra192.34 nscaf2823 2436292 2440968 25 25.4
BGIBMGA005142-PA pra192.30 nscaf2823 2527654 2546005 25 25.4
BGIBMGA005143-PA pra192.25 nscaf2823 2639800 2640519 25 25.4
BGIBMGA005144-PA pra192.24 nscaf2823 2657936 2659760 25 25.4
BGIBMGA005145-PA pra192.23 nscaf2823 2661851 2662855 25 25.4
BGIBMGA005146-PA pra192.21 nscaf2823 2688759 2693757 25 25.4
BGIBMGA005147-PA pra192.19 nscaf2823 2728110 2730469 25 25.4
BGIBMGA005148-PA pra192.48 nscaf2823 2742676 2744430 25 25.4
BGIBMGA005149-PA pra192.17 nscaf2823 2775736 2777708 25 25.4
BGIBMGA005150-PA pra192.15 nscaf2823 2790266 2800654 25 25.4
BGIBMGA005150-PA pra192.16 nscaf2823 2790266 2800654 25 25.4
BGIBMGA005151-PA pra192.13 nscaf2823 2842616 2850454 25 25.4
BGIBMGA005152-PA pra192.11 nscaf2823 2858625 2860086 25 25.4
BGIBMGA005156-PA pra192.9 nscaf2823 2904540 2908282 25 25.4
BGIBMGA005157-PA pra192.45 nscaf2823 2913997 2917126 25 25.4
BGIBMGA005157-PA pra192.7 nscaf2823 2913997 2917126 25 25.4
BGIBMGA005158-PA pra192.43 nscaf2823 2925661 2940845 25 25.4
BGIBMGA005158-PA pra192.5 nscaf2823 2925661 2940845 25 25.4
BGIBMGA005159-PA pra192.2 nscaf2823 2954650 2955021 25 25.4
BGIBMGA005160-PA pra729.2 nscaf2823 2979370 2983222 25 25.4
BGIBMGA005161-PA pra729.5 nscaf2823 3003992 3011471 25 25.4
BGIBMGA005162-PA pra729.7 nscaf2823 3029393 3031853 25 25.4
BGIBMGA005165-PA pra547.3 nscaf2823 3743146 3752562 25 25.4
BGIBMGA005166-PA pra547.5 nscaf2823 3773434 3792073 25 25.4
BGIBMGA005167-PA pra547.9 nscaf2823 4017370 4020089 25 25.4
BGIBMGA005168-PA pra547.11 nscaf2823 4054822 4073331 25 25.4
BGIBMGA005169-PA pra547.13 nscaf2823 4106469 4107311 25 25.4
BGIBMGA005170-PA pra236.46 nscaf2823 4177977 4186939 25 25.4
BGIBMGA005171-PA pra236.36 nscaf2823 4189155 4197030 25 25.4
BGIBMGA005172-PA pra10089.2 nscaf2823 4221690 4226763 25 25.4
BGIBMGA005172-PA pra236.32 nscaf2823 4221690 4226763 25 25.4
BGIBMGA005172-PA pra7319.1 nscaf2823 4221690 4226763 25 25.4
BGIBMGA005173-PA pra11504.1 nscaf2823 4238746 4245308 25 25.4
BGIBMGA005173-PA pra192.40 nscaf2823 4238746 4245308 25 25.4
BGIBMGA005173-PA pra236.30 nscaf2823 4238746 4245308 25 25.4
BGIBMGA005173-PA pra236.31 nscaf2823 4238746 4245308 25 25.4
BGIBMGA005173-PA pra236.35 nscaf2823 4238746 4245308 25 25.4
BGIBMGA005176-PA pra236.27 nscaf2823 4350619 4357052 25 25.4
BGIBMGA005177-PA pra1591.30 nscaf2824 26513 36848 U NA
BGIBMGA005179-PA pra1591.32 nscaf2824 9599 11078 U NA
BGIBMGA005180-PA pra1591.29 nscaf2824 41962 44170 U NA
BGIBMGA005182-PA pra41289.27 nscaf2825 664122 677530 12 12.7
BGIBMGA005183-PA pra41289.24 nscaf2825 637427 640726 12 12.7
BGIBMGA005186-PA pra41289.23 nscaf2825 590123 590736 12 12.7
BGIBMGA005187-PA pra151.7 nscaf2825 567349 571241 12 12.7
BGIBMGA005187-PA pra41289.20 nscaf2825 567349 571241 12 12.7
BGIBMGA005188-PA pra41289.14 nscaf2825 520932 524260 12 12.7
BGIBMGA005189-PA pra421.1 nscaf2825 508453 509283 12 12.7
BGIBMGA005190-PA pra1853.6 nscaf2825 400971 431687 12 12.7
BGIBMGA005192-PA pra1853.5 nscaf2825 385251 388310 12 12.7
BGIBMGA005193-PA pra1853.3 nscaf2825 354767 365041 12 12.7
BGIBMGA005193-PA pra1853.4 nscaf2825 354767 365041 12 12.7
BGIBMGA005195-PA pra41289.9 nscaf2825 256253 280825 12 12.7
BGIBMGA005196-PA pra41289.10 nscaf2825 227648 235124 12 12.7
BGIBMGA005196-PA pra41289.11 nscaf2825 227648 235124 12 12.7
BGIBMGA005197-PA pra421.2 nscaf2825 203871 218579 12 12.7
BGIBMGA005199-PA pra421.4 nscaf2825 158146 179118 12 12.7
BGIBMGA005200-PA pra421.5 nscaf2825 138517 152916 12 12.7
BGIBMGA005202-PA pra421.7 nscaf2825 75958 87920 12 12.7
BGIBMGA005203-PA pra421.9 nscaf2825 7374 22039 12 12.7
BGIBMGA005204-PA pra421.6 nscaf2825 125996 130029 12 12.7
BGIBMGA005205-PA pra421.3 nscaf2825 202190 202651 12 12.7
BGIBMGA005206-PA pra136.44 nscaf2825 219909 224000 12 12.7
BGIBMGA005206-PA pra41289.12 nscaf2825 219909 224000 12 12.7
BGIBMGA005206-PA pra82.64 nscaf2825 219909 224000 12 12.7
BGIBMGA005207-PA pra41289.8 nscaf2825 336040 347527 12 12.7
BGIBMGA005209-PA pra41031.1 nscaf2825 493512 493715 12 12.7
BGIBMGA005210-PA pra41289.13 nscaf2825 512017 518024 12 12.7
BGIBMGA005211-PA pra41289.16 nscaf2825 528901 530318 12 12.7
BGIBMGA005212-PA pra41289.17 nscaf2825 547926 549216 12 12.7
BGIBMGA005213-PA pra41289.19 nscaf2825 563665 565566 12 12.7
BGIBMGA005214-PA pra41289.21 nscaf2825 581955 583172 12 12.7
BGIBMGA005215-PA pra41289.22 nscaf2825 584587 586969 12 12.7
BGIBMGA005216-PA pra41289.26 nscaf2825 653399 660378 12 12.7
BGIBMGA005217-PA pra143.6 nscaf2825 712230 712535 12 12.7
BGIBMGA005220-PA pra643.2 nscaf2826 347734 350637 12 12.6
BGIBMGA005222-PA pra41289.32 nscaf2826 257717 259732 12 12.6
BGIBMGA005226-PA pra41289.30 nscaf2826 44749 62984 12 12.6
BGIBMGA005226-PA pra41289.31 nscaf2826 44749 62984 12 12.6
BGIBMGA005226-PA pra482.30 nscaf2826 44749 62984 12 12.6
BGIBMGA005228-PA pra579.17 nscaf2826 227620 228945 12 12.6
BGIBMGA005231-PA pra41289.33 nscaf2826 263643 271925 12 12.6
BGIBMGA005232-PA pra643.4 nscaf2826 282681 289007 12 12.6
BGIBMGA005233-PA pra643.3 nscaf2826 318982 319815 12 12.6
BGIBMGA005237-PA pra1853.1 nscaf2826 644313 655266 12 12.6
BGIBMGA005237-PA pra1853.7 nscaf2826 644313 655266 12 12.6
BGIBMGA005238-PA pra822.6 nscaf2827 2163648 2192926 8 8.3
BGIBMGA005240-PA pra822.5 nscaf2827 2128701 2134273 8 8.3
BGIBMGA005242-PA pra822.4 nscaf2827 1964536 1965708 8 8.3
BGIBMGA005244-PA pra302.2 nscaf2827 1487857 1490439 8 8.3
BGIBMGA005245-PA pra29390.1 nscaf2827 1474412 1475400 8 8.3
BGIBMGA005245-PA pra302.4 nscaf2827 1474412 1475400 8 8.3
BGIBMGA005247-PA pra302.7 nscaf2827 1427882 1428758 8 8.3
BGIBMGA005249-PA pra302.13 nscaf2827 1196335 1198818 8 8.3
BGIBMGA005251-PA pra302.14 nscaf2827 1188547 1190541 8 8.3
BGIBMGA005253-PA pra302.15 nscaf2827 881948 883107 8 8.3
BGIBMGA005255-PA pra156.28 nscaf2827 810796 831207 8 8.3
BGIBMGA005255-PA pra302.16 nscaf2827 810796 831207 8 8.3
BGIBMGA005258-PA pra302.17 nscaf2827 703485 704826 8 8.3
BGIBMGA005259-PA pra302.18 nscaf2827 598607 599752 8 8.3
BGIBMGA005262-PA pra302.21 nscaf2827 367796 381714 8 8.3
BGIBMGA005262-PA pra302.22 nscaf2827 367796 381714 8 8.3
BGIBMGA005263-PA pra937.2 nscaf2827 333113 333925 8 8.3
BGIBMGA005266-PA pra937.6 nscaf2827 56770 61230 8 8.3
BGIBMGA005267-PA pra23.11 nscaf2827 15434 19246 8 8.3
BGIBMGA005268-PA pra23.12 nscaf2827 20998 34261 8 8.3
BGIBMGA005269-PA pra3111.9 nscaf2827 312521 324906 8 8.3
BGIBMGA005269-PA pra937.3 nscaf2827 312521 324906 8 8.3
BGIBMGA005270-PA pra2109.1 nscaf2827 350924 363068 8 8.3
BGIBMGA005270-PA pra937.1 nscaf2827 350924 363068 8 8.3
BGIBMGA005272-PA pra302.10 nscaf2827 1360873 1363798 8 8.3
BGIBMGA005272-PA pra302.11 nscaf2827 1360873 1363798 8 8.3
BGIBMGA005274-PA pra302.6 nscaf2827 1443000 1445241 8 8.3
BGIBMGA005275-PA pra302.5 nscaf2827 1448719 1461338 8 8.3
BGIBMGA005276-PA pra24298.1 nscaf2827 1462587 1466334 8 8.3
BGIBMGA005277-PA pra302.1 nscaf2827 1541969 1544615 8 8.3
BGIBMGA005279-PA pra822.1 nscaf2827 1764334 1770586 8 8.3
BGIBMGA005280-PA pra822.2 nscaf2827 1840146 1843527 8 8.3
BGIBMGA005281-PA pra822.3 nscaf2827 1885644 1897199 8 8.3
BGIBMGA005282-PA pra822.7 nscaf2827 2198684 2202020 8 8.3
BGIBMGA005285-PA pra265.26 nscaf2828 5958947 5962313 8 8.4
BGIBMGA005286-PA pra265.25 nscaf2828 5939339 5948752 8 8.4
BGIBMGA005287-PA pra265.23 nscaf2828 5922821 5936584 8 8.4
BGIBMGA005287-PA pra265.24 nscaf2828 5922821 5936584 8 8.4
BGIBMGA005288-PA pra265.21 nscaf2828 5852096 5863148 8 8.4
BGIBMGA005290-PA pra265.19 nscaf2828 5839332 5842013 8 8.4
BGIBMGA005291-PA pra265.17 nscaf2828 5832182 5832448 8 8.4
BGIBMGA005292-PA pra265.14 nscaf2828 5746654 5754897 8 8.4
BGIBMGA005293-PA pra265.13 nscaf2828 5741283 5745215 8 8.4
BGIBMGA005297-PA pra265.7 nscaf2828 5516350 5519517 8 8.4
BGIBMGA005300-PA pra265.4 nscaf2828 5409869 5427524 8 8.4
BGIBMGA005304-PA pra1115.2 nscaf2828 5194900 5197816 8 8.4
BGIBMGA005305-PA pra1115.8 nscaf2828 5166531 5175061 8 8.4
BGIBMGA005306-PA pra1115.11 nscaf2828 5084106 5113079 8 8.4
BGIBMGA005308-PA pra1075.11 nscaf2828 5003675 5010892 8 8.4
BGIBMGA005308-PA pra1115.12 nscaf2828 5003675 5010892 8 8.4
BGIBMGA005310-PA pra1115.16 nscaf2828 4707395 4718588 8 8.4
BGIBMGA005311-PA pra1115.18 nscaf2828 4697891 4700288 8 8.4
BGIBMGA005312-PA pra1115.20 nscaf2828 4667850 4674529 8 8.4
BGIBMGA005314-PA pra297.30 nscaf2828 4615507 4620716 8 8.4
BGIBMGA005315-PA pra297.26 nscaf2828 4579539 4590947 8 8.4
BGIBMGA005316-PA pra297.23 nscaf2828 4569141 4569873 8 8.4
BGIBMGA005317-PA pra297.21 nscaf2828 4547155 4551618 8 8.4
BGIBMGA005318-PA pra297.73 nscaf2828 4523646 4526202 8 8.4
BGIBMGA005319-PA pra297.19 nscaf2828 4488391 4489730 8 8.4
BGIBMGA005320-PA pra297.17 nscaf2828 4453557 4459364 8 8.4
BGIBMGA005322-PA pra297.16 nscaf2828 4430878 4431420 8 8.4
BGIBMGA005323-PA pra297.12 nscaf2828 4417880 4420004 8 8.4
BGIBMGA005323-PA pra297.27 nscaf2828 4417880 4420004 8 8.4
BGIBMGA005324-PA pra297.14 nscaf2828 4399998 4407440 8 8.4
BGIBMGA005325-PA pra297.9 nscaf2828 4387807 4391258 8 8.4
BGIBMGA005326-PA pra297.8 nscaf2828 4370240 4377821 8 8.4
BGIBMGA005328-PA pra157.5 nscaf2828 4322084 4323031 8 8.4
BGIBMGA005329-PA pra157.6 nscaf2828 4286668 4288344 8 8.4
BGIBMGA005330-PA pra157.8 nscaf2828 4267580 4279267 8 8.4
BGIBMGA005331-PA pra157.15 nscaf2828 3953391 3958165 8 8.4
BGIBMGA005333-PA pra157.17 nscaf2828 3887023 3907403 8 8.4
BGIBMGA005334-PA pra157.19 nscaf2828 3879576 3881681 8 8.4
BGIBMGA005335-PA pra157.21 nscaf2828 3860589 3861034 8 8.4
BGIBMGA005336-PA pra157.23 nscaf2828 3794957 3796266 8 8.4
BGIBMGA005337-PA pra157.24 nscaf2828 3701081 3727478 8 8.4
BGIBMGA005338-PA pra157.28 nscaf2828 3535525 3549438 8 8.4
BGIBMGA005339-PA pra157.29 nscaf2828 3525529 3530837 8 8.4
BGIBMGA005341-PA pra157.32 nscaf2828 3426877 3428070 8 8.4
BGIBMGA005342-PA pra157.33 nscaf2828 3414895 3420661 8 8.4
BGIBMGA005343-PA pra157.37 nscaf2828 3349058 3361272 8 8.4
BGIBMGA005344-PA pra157.40 nscaf2828 3319880 3323182 8 8.4
BGIBMGA005345-PA pra157.42 nscaf2828 3275484 3290684 8 8.4
BGIBMGA005346-PA pra157.47 nscaf2828 3235550 3242703 8 8.4
BGIBMGA005348-PA pra12814.1 nscaf2828 3107356 3123297 8 8.4
BGIBMGA005348-PA pra157.51 nscaf2828 3107356 3123297 8 8.4
BGIBMGA005350-PA pra157.53 nscaf2828 2848768 2851387 8 8.4
BGIBMGA005351-PA pra41323.1 nscaf2828 2599146 2622834 8 8.4
BGIBMGA005352-PA pra23.14 nscaf2828 2580162 2586601 8 8.4
BGIBMGA005353-PA pra23.52 nscaf2828 2547879 2549076 8 8.4
BGIBMGA005356-PA pra23.16 nscaf2828 2473237 2477782 8 8.4
BGIBMGA005357-PA pra23.18 nscaf2828 2283254 2288193 8 8.4
BGIBMGA005358-PA pra23.20 nscaf2828 2256864 2268853 8 8.4
BGIBMGA005358-PA pra23.21 nscaf2828 2256864 2268853 8 8.4
BGIBMGA005359-PA pra23.22 nscaf2828 2255266 2256457 8 8.4
BGIBMGA005360-PA pra297.2 nscaf2828 2224679 2228017 8 8.4
BGIBMGA005361-PA pra1673.4 nscaf2828 2200028 2200666 8 8.4
BGIBMGA005362-PA pra1673.2 nscaf2828 2188341 2192096 8 8.4
BGIBMGA005364-PA pra323.1 nscaf2828 2041058 2046590 8 8.4
BGIBMGA005365-PA pra65.23 nscaf2828 1848032 1864030 8 8.4
BGIBMGA005366-PA pra65.15 nscaf2828 1389517 1390244 8 8.4
BGIBMGA005367-PA pra65.13 nscaf2828 1328769 1329887 8 8.4
BGIBMGA005369-PA pra65.10 nscaf2828 1234633 1234791 8 8.4
BGIBMGA005370-PA pra65.9 nscaf2828 1215104 1220910 8 8.4
BGIBMGA005372-PA pra65.6 nscaf2828 1149464 1151304 8 8.4
BGIBMGA005373-PA pra23.31 nscaf2828 1127705 1141772 8 8.4
BGIBMGA005373-PA pra23.32 nscaf2828 1127705 1141772 8 8.4
BGIBMGA005374-PA pra23.29 nscaf2828 1108191 1113278 8 8.4
BGIBMGA005375-PA pra23.25 nscaf2828 1053736 1059518 8 8.4
BGIBMGA005376-PA pra23.23 nscaf2828 1031308 1036072 8 8.4
BGIBMGA005376-PA pra23.27 nscaf2828 1031308 1036072 8 8.4
BGIBMGA005377-PA pra297.5 nscaf2828 997934 1004089 8 8.4
BGIBMGA005378-PA pra742.5 nscaf2828 950178 951378 8 8.4
BGIBMGA005381-PA pra3111.7 nscaf2828 720082 721080 8 8.4
BGIBMGA005382-PA pra3111.10 nscaf2828 708737 715955 8 8.4
BGIBMGA005382-PA pra54.155 nscaf2828 708737 715955 8 8.4
BGIBMGA005384-PA pra3111.12 nscaf2828 700448 700918 8 8.4
BGIBMGA005386-PA pra603.1 nscaf2828 615184 679020 8 8.4
BGIBMGA005387-PA pra3111.16 nscaf2828 612009 614540 8 8.4
BGIBMGA005388-PA pra603.2 nscaf2828 547118 547979 8 8.4
BGIBMGA005389-PA pra400.9 nscaf2828 532676 541292 8 8.4
BGIBMGA005389-PA pra603.3 nscaf2828 532676 541292 8 8.4
BGIBMGA005390-PA pra603.4 nscaf2828 503671 505751 8 8.4
BGIBMGA005391-PA pra603.7 nscaf2828 417565 419110 8 8.4
BGIBMGA005392-PA pra603.9 nscaf2828 402273 412580 8 8.4
BGIBMGA005393-PA pra603.10 nscaf2828 401359 401745 8 8.4
BGIBMGA005395-PA pra603.14 nscaf2828 321372 325678 8 8.4
BGIBMGA005396-PA pra603.16 nscaf2828 304820 306214 8 8.4
BGIBMGA005397-PA pra603.17 nscaf2828 292805 296383 8 8.4
BGIBMGA005399-PA pra603.22 nscaf2828 237567 238909 8 8.4
BGIBMGA005403-PA pra603.13 nscaf2828 333950 338849 8 8.4
BGIBMGA005404-PA pra603.12 nscaf2828 350127 351596 8 8.4
BGIBMGA005406-PA pra603.11 nscaf2828 389468 391724 8 8.4
BGIBMGA005408-PA pra603.8 nscaf2828 415668 417052 8 8.4
BGIBMGA005409-PA pra603.6 nscaf2828 428639 431822 8 8.4
BGIBMGA005410-PA pra3111.15 nscaf2828 595874 599804 8 8.4
BGIBMGA005412-PA pra3111.11 nscaf2828 688550 694176 8 8.4
BGIBMGA005413-PA pra3111.13 nscaf2828 697531 697775 8 8.4
BGIBMGA005414-PA pra3111.8 nscaf2828 717778 719801 8 8.4
BGIBMGA005416-PA pra3111.4 nscaf2828 747125 748492 8 8.4
BGIBMGA005418-PA pra10165.1 nscaf2828 838937 846149 8 8.4
BGIBMGA005418-PA pra3111.3 nscaf2828 838937 846149 8 8.4
BGIBMGA005419-PA pra3111.2 nscaf2828 867676 871197 8 8.4
BGIBMGA005420-PA pra3111.1 nscaf2828 874879 886472 8 8.4
BGIBMGA005421-PA pra742.1 nscaf2828 906758 909533 8 8.4
BGIBMGA005422-PA pra742.2 nscaf2828 909807 913560 8 8.4
BGIBMGA005423-PA pra742.3 nscaf2828 932389 949523 8 8.4
BGIBMGA005424-PA pra380.1 nscaf2828 979591 994419 8 8.4
BGIBMGA005425-PA pra297.4 nscaf2828 1007010 1007908 8 8.4
BGIBMGA005428-PA pra380.2 nscaf2828 1022405 1028848 8 8.4
BGIBMGA005429-PA pra23.24 nscaf2828 1053374 1053553 8 8.4
BGIBMGA005429-PA pra3290.7 nscaf2828 1053374 1053553 8 8.4
BGIBMGA005429-PA pra828.25 nscaf2828 1053374 1053553 8 8.4
BGIBMGA005430-PA pra23.26 nscaf2828 1067641 1068852 8 8.4
BGIBMGA005432-PA pra23.28 nscaf2828 1093671 1100122 8 8.4
BGIBMGA005433-PA pra23.30 nscaf2828 1114341 1120204 8 8.4
BGIBMGA005434-PA pra65.5 nscaf2828 1145157 1146104 8 8.4
BGIBMGA005435-PA pra23.33 nscaf2828 1159785 1170189 8 8.4
BGIBMGA005436-PA pra65.7 nscaf2828 1178325 1179209 8 8.4
BGIBMGA005437-PA pra35529.1 nscaf2828 1204539 1213690 8 8.4
BGIBMGA005437-PA pra65.8 nscaf2828 1204539 1213690 8 8.4
BGIBMGA005438-PA pra65.12 nscaf2828 1310444 1314148 8 8.4
BGIBMGA005439-PA pra65.14 nscaf2828 1331825 1333794 8 8.4
BGIBMGA005441-PA pra65.17 nscaf2828 1590086 1600429 8 8.4
BGIBMGA005443-PA pra65.18 nscaf2828 1615001 1619633 8 8.4
BGIBMGA005443-PA pra65.19 nscaf2828 1615001 1619633 8 8.4
BGIBMGA005443-PA pra65.20 nscaf2828 1615001 1619633 8 8.4
BGIBMGA005444-PA pra65.21 nscaf2828 1628570 1630497 8 8.4
BGIBMGA005446-PA pra323.4 nscaf2828 2140513 2141555 8 8.4
BGIBMGA005447-PA pra323.5 nscaf2828 2155600 2163921 8 8.4
BGIBMGA005448-PA pra1673.3 nscaf2828 2173864 2182032 8 8.4
BGIBMGA005448-PA pra323.6 nscaf2828 2173864 2182032 8 8.4
BGIBMGA005449-PA pra1673.1 nscaf2828 2208291 2224445 8 8.4
BGIBMGA005449-PA pra297.1 nscaf2828 2208291 2224445 8 8.4
BGIBMGA005449-PA pra41630.1 nscaf2828 2208291 2224445 8 8.4
BGIBMGA005449-PA pra8693.1 nscaf2828 2208291 2224445 8 8.4
BGIBMGA005450-PA pra297.3 nscaf2828 2232005 2244335 8 8.4
BGIBMGA005451-PA pra297.6 nscaf2828 2249496 2249834 8 8.4
BGIBMGA005452-PA pra23.19 nscaf2828 2270636 2276114 8 8.4
BGIBMGA005453-PA pra23.17 nscaf2828 2469498 2473123 8 8.4
BGIBMGA005454-PA pra23.15 nscaf2828 2487394 2496973 8 8.4
BGIBMGA005456-PA pra23.13 nscaf2828 2594250 2597581 8 8.4
BGIBMGA005458-PA pra157.52 nscaf2828 3092225 3102654 8 8.4
BGIBMGA005459-PA pra157.48 nscaf2828 3230986 3234770 8 8.4
BGIBMGA005460-PA pra157.46 nscaf2828 3254216 3255112 8 8.4
BGIBMGA005461-PA pra157.45 nscaf2828 3256387 3260461 8 8.4
BGIBMGA005462-PA pra157.43 nscaf2828 3268837 3270435 8 8.4
BGIBMGA005462-PA pra157.44 nscaf2828 3268837 3270435 8 8.4
BGIBMGA005463-PA pra157.41 nscaf2828 3312323 3314479 8 8.4
BGIBMGA005464-PA pra157.39 nscaf2828 3333516 3334721 8 8.4
BGIBMGA005465-PA pra157.38 nscaf2828 3342123 3345794 8 8.4
BGIBMGA005466-PA pra157.36 nscaf2828 3364658 3367447 8 8.4
